rank,song_id,title,singers,album,date,genre,creator,lyric,singer_id,debut,singer_type,singer_gender,company,bthday
10,48363,괜찮아,이선희,"아! 옛날이여",1985.01.25,Ballad,박건호,"사랑한다는 말은 이제 의미가 없죠 그대 마음이 그렇게 식어간다면 헤어진다고 해도 나는 할 말이 없죠 그게 오히려 서로를 위하는 것 다시 그대를 보면 미워할 수도 없고 나의 가슴은 쓰리고 아파오지만 지금 이 순간부터 모두 잊으려해요 우린 서로가 꿈들이 달랐어요 괜찮아 괜찮아 이대로 시간이 흘러가면 우리들의 추억들도 아름답겠죠 나는 괜찮아요 정말 괜찮아요 그 즐거웠던 날이 내 마음에 스쳐가도 나는 괜찮아요 정말 괜찮아요 그 슬픈 날이 가면 내 모습은 변하겠죠 나는 괜찮아요  다시 그대를 보면 미워할 수도 없고 나의 가슴은 쓰리고 아파오지만 지금 이 순간부터 모두 잊으려해요 우린 서로가 꿈들이 달랐어요 괜찮아 괜찮아 이대로 시간이 흘러가면 우리들의 추억들도 아름답겠죠 나는 괜찮아요 정말 괜찮아요 그 즐거웠던 날이 내 마음에 스쳐가도 나는 괜찮아요 정말 괜찮아요 그 슬픈 날이 가면 내 모습은 변하겠죠 나는 괜찮아요",966,1984,솔로,여성,후크엔터테인먼트,1964.11.11
10,48364,갈등,이선희,"아! 옛날이여",1985.01.25,Ballad,윤희중,"지금 나의 곁에 있는 사람은 누구 진정 날 사랑하실 사람인가요 그대 사랑 영원하다 약속하지만 추억속의 그사람도 그랬답니다 이별뒤에 나에게 온 사랑이기에 말 못하는 이 가슴을 헤아려줘요 아 이별 뒤엔 만남이 만남 뒤엔 무엇이 기다리나요 지나버린 추억일랑 묻어버리고 나 그대 믿고 따라가리니 이내 작은 가슴에 가슴에 아픈 추억을 두번 다시 만들지 만들지 마세요  이별뒤에 나에게 온 사랑이기에 말 못하는 이 가슴을 헤아려줘요 아 이별 뒤엔 만남이 만남 뒤엔 무엇이 기다리나요 지나버린 추억일랑 묻어버리고 나 그대 믿고 따라가리니 이내 작은 가슴에 가슴에 아픈 추억을 두번 다시 만들지 만들지 마세요",966,1984,솔로,여성,후크엔터테인먼트,1964.11.11
9,48478,"아직도 어두운 밤인가봐",전영록,"전영록 (베스트)",1987.03,Dance,전영록,"아직도 어두운 밤인가봐 하늘엔 반짝이는 별들이 내 모습을 가끔 쳐다보네 아직도 어두운 밤인가봐 지금은 지나버린 바람이 쓸쓸하게 나를 감싸주네 언젠가 어렴풋이 기억이 나겠지만 어둠의 추억일랑 이제는 잊어야지 우리 이젠 지난얘기 불꽃처럼 날리우고 처음보는 타인처럼 언젠가는 미련없이 아직도 어두운 밤인가봐 하늘엔 반짝이는 별들이 내 모습을 가끔 쳐다보네 아직도 어두운 밤인가봐 하늘엔 반짝이는 별들이 내 모습을 가끔 쳐다보네 아직도 어두운 밤인가봐 지금은 지나버린 바람이 쓸쓸하게 나를 감싸주네 언젠가 어렴풋이 기억이 나겠지만 어둠의 추억일랑 이제는 잊어야지 우리 이젠 지난얘기 불꽃처럼 날리우고 처음보는 타인처럼 언젠가는 미련없이 아직도 어두운 밤인가봐 하늘엔 반짝이는 별들이 내 모습을 가끔 쳐다보네",23,1981,솔로,남성,R-엔터테인먼트,1954.03.26
4,48560,"사랑이 지나가면",이문세,"이문세 골든 15",1987,Ballad,이영훈,"(1절)  그 사람 나를 보아도  나는 그 사람을 몰라요  두근거리는 마음은 아파도  이젠 그대를 몰라요  그대 나를 알아도  나는 기억을 못합니다  목이 메어와 눈물이 흘러도  사랑이 지나가면  그렇게 보고 싶던 그 얼굴을  그저 스쳐 지나며  그대의 허탈한 모습 속에  나 이젠 후회 없으니  그대 나를 알아도  나는 기억을 못합니다  목이 메어와 눈물이 흘러도  사랑이 지나가면    (2절)  그렇게 보고싶던 그얼굴을  그저 스쳐 지나며  그대의 허탈한 모습속에  나 이젠 후회없으니  그대 나를 알아도  나는 기억을 못합니다  목이 메어와 눈물이 흘러도  사랑이 지나가면    사랑이 지니가면",43,1978,솔로,남성,KMOONfnd,1959.01.17
9,48561,"이별 이야기",이문세,"이문세 골든 15",1987,Ballad,이영훈,"이렇게 우린 헤어져야 하는 걸 서로가 말을 못하고  마지막 찻잔 속에 서로의 향기가 되어 진한 추억을 남기고 파 우리는 서로 눈물 흘리지 마요  서로가 말은 같아도 후회는 않을거야  하지만 그대 모습은 나의 마음을 아프게 해 그대 내게 말로는 못하고 탁자 위에  물로 쓰신 마지막 그 한마디  서러워 이렇게 눈물만 그대여 이젠 안녕  우리는 서로 눈물 흘리지 마오  서로가 말은 같아도 후회는 않을거야  하지만 그대 모습은 나의 마음을 아프게 해 그대 내게 말로는 못하고 탁자 위에 물로 쓰신  마지막 그 한마디 서러워  이렇게 눈물만 그대여 이젠 안녕 그대여 이젠 안녕  그대여 이젠 안녕",43,1978,솔로,남성,KMOONfnd,1959.01.17
4,48562,"난 아직 모르잖아요",이문세,"이문세 골든 15",1987,Ballad,이영훈,"세월이 흘러가면 어디로 가는지 나는 아직 모르잖아요 그대 내 곁에 있어요 떠나가지 말아요 나는 아직 그대 사랑해요 그대가 떠나가면 어디로 가는지 나는 알 수가 없잖아요 그대 내 곁에 있어요 떠나가지 말아요 나는 아직 그대 사랑해요 혼자 걷다가 어두운 밤이 오면 그대 생각나 울며 걸어요 그대가 보내준 새하얀 꽃잎도 나의 눈물에 시들어 버려요 그대가 떠나가면 어디로 가는지 나는 알 수가 없잖아요 그대 내 곁에 있어요 떠나가지 말아요 나는 아직 그대 사랑해요  혼자 걷다가 어두운 밤이 오면 그대 생각나 울며 걸어요 그대가 보내준 새하얀 꽃잎도 나의 눈물에 시들어 버려요 그대가 떠나가면 어디로 가는지 나는 알 수가 없잖아요 그대 내 곁에 있어요 떠나가지 말아요 나는 아직 그대 사랑해요",43,1978,솔로,남성,KMOONfnd,1959.01.17
9,48563,"그녀의 웃음소리뿐",이문세,"이문세 골든 15",1987,Ballad,이영훈,"나의 마음속에 항상 들려오는  그대와 같이 걷던 그 길가에 빗소리  하늘은 맑아있고 햇살은 따스한데 담배 연기는 한숨되어  하루를 너의 생각하면서  걷다가 바라본 하늘엔  흰 구름 말이 없이 흐르고  푸르름 변함이 없건만  이대로 떠나야만 하는가  너는 무슨말을 했던가  어떤 의미도 어떤 미소도  세월이 흩어 가는걸  어느 지나간 날에 오늘이 생각날까  그대 웃으며 큰 소리로 내게 물었지  그 날은 지나가고 아무 기억도 없이  그저 그대의 웃음소리뿐  하루를 너의 생각하면서  걷다가 바라본 하늘엔  흰 구름 말이 없이 흐르고  푸르름 변함이 없건만  이대로 떠나야만 하는가  너는 무슨말을 했던가  어떤 의미도 어떤 미소도  세월이 흩어 가는걸  이대로 떠나야만 하는가  너는 무슨말을 했던가  어떤 의미도 어떤 미소도  세월이 흩어 가는걸  이대로 떠나야만 하는가  너는 무슨말을 했던가  어떤 의미도 어떤 미소도  세월이 흩어 가는걸  이대로 떠나야만 하는가  너는 무슨말을 했던가  어떤 의미도 어떤 미소도  세월이 흩어 가는걸  이대로 떠나야만 하는가  너는 무슨말을 했던가  어떤 의미도 어떤 미소도  세월이 흩어 가는걸  이대로 떠나야만 하는가  너는 무슨말을 했던가  어떤 의미도 어떤 미소도  세월이 흩어 가는걸  이대로 떠나야만 하는가  너는 무슨말을 했던가  어떤 의미도 어떤 미소도  세월이 흩어 가는걸",43,1978,솔로,남성,KMOONfnd,1959.01.17
8,49012,"울고 싶어라",사랑과평화,"사랑과 평화 3집",1988.01,Rock,,"울고싶어라 울고싶어라 이마음 사랑은 가고 친구도 가고 모두다 왜 가야만 하니 왜 가야만 하니 왜가니 수많은 시절 아름다운 시절 잊었니 떠나보면 알거야 아마 알거야 떠나보면 알거야 아마 알거야  왜 가야만 하니 왜 가야만 하니 왜가니 수많은 시절 아름다운 시절 잊었니 떠나보면 알거야 아마 알거야 떠나보면 알거야 아마 알거야 떠나보면 알거야 아마 알거야 떠나보면 알거야 아마 알거야 떠나보면 알거야 아마 아마 알거야 떠나보면 알거야 아마 알거야",101473,1978.10,그룹,남성,,
7,49275,"우는 아인 바보야",하남석,"우는 아이 바보야",1983.11,Folk,이건우,"찬바람에 낙엽은 지고 달빛마저 외로울 때 고개숙인 헬쓱한 너의 뺨 위로 눈물이 눈물이 우는 아인 바보야 우는 아인 바보야 우린 이제 어차피 헤어져야해 우린 같이 갈 수 없지만 서로 사랑하고 있잖아 이젠 내 가슴에 가만히 얼굴을 묻고 그냥 이대로 아무말 말아요 음  우는 아인 바보야 우는 아인 바보야 우린 이제 어차피 헤어져야해 우린 같이 갈 수 없지만 서로 사랑하고 있잖아 이젠 내 가슴에 가만히 얼굴을 묻고 그냥 이대로 아무말 말아요 안녕이란 그 말은 난 싫어요 그냥 이대로 아무말 말아요 음",914,1974,솔로,남성,,1949.01.24
8,50573,"사랑의 눈동자",유익종,"유익종 Best",1992.11.01,"Adult Contemporary",김영복,"잊을 수 없는 우리의 사랑 이 가슴에 슬픔만 남아 이젠 난 당신을 알고 사랑을 알고 느꼈어요 끊을 수 없는 우리의 사랑 가슴가득 그리움 남아 이젠 난 당신을 알고 사랑을 알고 느꼈어요 그대의 사랑은 내 마음 감싸주고 그대의 그모습은 사랑의 눈동자여 잊을 수 없는 우리의 사랑 이 가슴에 슬픔만 남아 이젠 난 당신을 알고 사랑을 알고 느꼈어요  그대의 사랑은 내 마음 감싸주고 그대의 그모습은 사랑의 눈동자여 잊을 수 없는 우리의 사랑 이 가슴에 슬픔만 남아 이젠 난 당신을 알고 사랑을 알고 느꼈어요",1066,1986.09,솔로,남성,,1955.06.07
10,50580,"그저 바라볼수만 있어도",유익종,"유익종 Best",1992.11.01,"Adult Contemporary",유익종,"이밤 한마디 말없이 슬픔을 잊고져 멀어진 그대의 눈빛을 그저 잊고져 작은 그리움이 다가와 두눈을 감을때 가슴을 스치는것이 무엇인지 모르오 그저 바라볼 수만 있어도 좋은 사람 그리워 떠오르면 가슴만 아픈사람 우리 헤어짐은 멀어도 마음에 남아서 창문 흔들리는 소리에 돌아보는 마음  그저 바라볼 수만 있어도 좋은 사람 그리워 떠오르면 가슴만 아픈 사람 우리 헤어짐은 멀어도 마음에 남아서 창문 흔들리는 소리에 돌아보는 마음",1066,1986.09,솔로,남성,,1955.06.07
10,50791,"멀리 보이네",박남정,"박남정 제3집",1989.08.25,Dance,박남정,"아 멀리 보이는 그대모습 나 불러 봤지만 멀어져 갔네 그대 잊었나 우리의 지난날들 말없이 걸어 봤어도 지울 수 없는 추억 왜 난 잊지 못해 버릴 순 없어 내 맘엔 상처만 남았네 눈물 흐르는 이 맘 난 어이하나 하늘 높이 솟아 오른 저 별은 너와 나의 모든 이상일까 고독일까 그래 알고보면 우리의 지난 날 정말 언제 갔나 갔는줄도 몰랐었네 달빛 물든 하늘 향해 마음 열고 우리 한 발 두 발 걸어가면 뭔가 희미하게 보이는 그대 영상 무슨 말 하는지 나를 보네 왜 난 잊지 못해 버릴순 없어 내 맘엔 상처만 남았네 눈물 흐르는 이 맘 난 어이하나  아 멀리 보이는 그대 모습 나 불러 봤지만 멀어져갔네 왜 난 잊지못해 버릴순 없어 내 맘엔 상처만 남았네 눈물 흐르는 이 맘 난 어이하나 어디선가 들려오는 경쾌한 힘찬 음악소리에 맞추어 이내 가슴속에 모든 것을 그냥 혼자 기분 내키는 대로 한 번 콧노래를 불러볼까 이 한줄의 멜로디에 실어볼까 내 마음에 환한 무지개 되어 마음껏 하늘을 날아보자 왜 난 잊지 못해 버릴순 없어 내 맘엔 상처만 남았네 눈물 흐르는 이 맘 난 어이하나",5303,1988.02,솔로,남성,,1966.04.19
7,50897,사랑했어요,김현식,"사랑했어요 (김현식 골든 디럭스 2집)",1995.08.21,Ballad,김현식,"돌아서 눈 감으면 잊을까 정든 님 떠나가면 어이해 발길에 부딪히는 사랑의 추억 두 눈에 맺혀지는 눈물이여 이제 와 생각하면 당신은 내 마음 깊은 곳에 찾아와 사랑은 기쁨보다 아픔인 것을 나에게 심어 주었죠 사랑했어요 그땐 몰랐지만 이 마음 다 바쳐서 당신을 사랑했어요 이젠 알아요 사랑이 무언지 마음이 아프다는 걸  돌아서 눈 감으면 잊을까 정든 님 떠나가면 어이해 발길에 부딪히는 사랑의 추억 두 눈에 맺혀지는 눈물이여  사랑했어요 그땐 몰랐지만 이 마음 다 바쳐서 당신을 사랑했어요 이젠 알아요 사랑이 무언지 마음이 아프다는 걸  돌아서 눈 감으면 잊을까 정든 님 떠나가면 어이해 발길에 부딪히는 사랑의 추억 두 눈에 맺혀지는 눈물이여 발길에 부딪히는 사랑의 추억 두 눈에 맺혀지는 눈물이여",5856,1980.06,솔로,남성,,1958.01.07
7,51148,우리에겐,노사연,"노사연 1집",1999.03.09,Ballad,김미선,"허전한 마음에 밤길 걸으면 당신의 얼굴이 보여요 텅빈 가슴에 밤길 걸으면 당신의 모습이 보여요 예전 그 모습이 우리가 헤어진건 이미 오랜 얘긴데 당신 생각에 난 가슴 저려요 지난날 기억과 미련도 이제와서 우리에겐 아무런 의미도 아닌데 외롭고 허전한 밤 달빛 마져 차가운데 당신을 향한 미련이 날 슬프게해요 우우우우우우우우우우우 우우우우우우우우 지난날 기억과 미련도 이제와서 우리에겐 아무런 의미도 아닌데 외롭고 허전한 밤 달빛 마져 차가운데 당신을 향한 미련이 날 슬프게해요 우우우우우우우우우우우 우우우우우우우우",40,1978,솔로,여성,,1957.03.03
8,51158,님그림자,노사연,"노사연 1집",1999.03.09,Ballad,김욱,"저만치 앞서가는 님 뒤로",40,1978,솔로,여성,,1957.03.03
8,51971,바위섬,김원중,"바다가 보이는 찻집/바위섬",1990.11.16,Folk,배창희,"파도가 부서지는 바위섬 인적없던 이 곳에 세상 사람들 하나 둘 모여 들더니 어느 밤 폭풍우에 휘말려 모두 사라지고 남은 것은 바위섬과 흰 파도라네 바위섬 너는 내가 미워도 나는 너를 너무 사랑해 다시 태어나지 못해도 너를 사랑해 이제는 갈매기도 떠나고 아무도 없지만 나는 이 곳 바위섬에 살고 싶어라  바위섬 너는 내가 미워도 나는 너를 너무 사랑해 다시 태어나지 못해도 너를 사랑해 이제는 갈매기도 떠나고 아무도 없지만 나는 이 곳 바위섬에 살고 싶어라 나는 이 곳 바위섬에 살고 싶어라",6179,1985,솔로,남성,,1958
9,52092,"한 송이 저 들국화처럼",박광현,"한송이 저 들국화처럼",1989.05,Ballad,박광현,"저 하늘 위로 떠 가는 흰 구름 당신의 하얀 미소처럼 슬픈 내 마음 달래 주지만 어느새 바람따라 멀리 흘러가네 저 하늘 아래 나만이 홀로 남아 한송이 들국화로 피어 그대 가시는 고운 길 위에 화려한 향기를 채우리 나는 홀로 핀 들국화처럼 그리움의 노랠 부르지 나는 홀로 핀 들국화처럼 꿈결같은 사랑을 잊지 못하지 그대는 내 곁을 멀리 떠나갔지만 너무도 아름다운 추억은 그 언제까지나 진한 향기로 남으리 한송이 저 들국화처럼  그대는 내 곁을 멀리 떠나갔지만 너무도 아름다운 추억은 그 언제까지나 진한 향기로 남으리 한송이 저 들국화처럼 그대는 내 곁을 멀리 떠나갔지만 너무도 아름다운 추억은 그 언제까지나 진한 향기로 남으리 한송이 저 들국화처럼 한송이 저 들국화처럼",781,1988,솔로,남성,,1965.06.08
